Key,Description,Standard
SAY.flowchart_game_story.672.凯瑟琳,,这有什么奇怪的呢？{wc}女人就不能开酒吧了么？
SAY.flowchart_game_story.673.王浩,,能，必须能！{wc}想你这么漂亮的女生又有那么强的经营能力，真的很难得啊！
SAY.flowchart_game_story.674.王浩,,总算说了一句像话的话了，{wc}感觉刚才的紧张缓和了一些。{wc}原来和女神说话也没那么可怕，哈哈。
SAY.flowchart_game_story.695.凯瑟琳,,你和以往第一次来我酒吧的人有所不同，{wc}从你身上我看出了好奇心{wc}和对未知世界的求知探索精神。
SAY.flowchart_game_story.697.王浩,,什么情况？女神又夸我了！{wc}这简直像是在做梦一样啊！{wc}我得使劲掐一下我自己。{wc}还是算了，万一这真的是梦，我可不希望被自己掐醒了。{wc}那么，我该怎么回答女神比较合适呢？{wc}谦虚点还是卖弄一点比较好？
MENU.flowchart_game_story.699,,谦虚地回答
MENU.flowchart_game_story.702,,故意卖弄的回答
SAY.flowchart_game_story.714.王浩,,哪里哪里，美女有些言过其词了啊，{wc}我不过是比别人更容易纠结一些“无关紧要”的事情。{wc}纯属个人陋习。
SAY.flowchart_game_story.713.凯瑟琳,,我并没有夸张，{wc}现在的社会，让人们每天疲于奔命。{wc}更多的人根本不会想去关心那些“无关紧要的事情的。{wc}而你却在思考，这很难得。
SAY.flowchart_game_story.715.王浩,,是么？{wc}这我倒是第一次听说。{wc}长久以来我一直认为自己是脑子有问题，{wc}总是想这些“有的没的”，而且越想越是纠结呢。{wc}我本以为像我这样的人其实很多，{wc}只是他们都不会轻易说出来。{wc}被你这么一说，我才感觉到，原来我是个稀有动物啊。
SAY.flowchart_game_story.716.凯瑟琳,,你真的属于特别的那一类的。{wc}说得夸张些，这世界上绝大多数的人，{wc}都沉醉在社会为他们谱写的“虚幻的生活”中，{wc}早已经忘记或者放弃去用内心去观察世界了。{wc}因此也不会像你这样还在继续探寻。
SAY.flowchart_game_story.717.王浩,,是啊，{wc}我一直觉得自己循规蹈矩的生活很无意义，{wc}我总觉得生命里还缺点什么？{wc}可能因为我对不为人知的知识很感兴趣吧。{wc}就好比刚刚听到您那杯血色浪漫的故事，{wc}就很好奇。{wc}我知道它只是个故事，不可能会是真的，{wc}但我还是感觉自己不由自主的深陷其中。
SAY.flowchart_game_story.718.王浩,,凯瑟琳小姐果然好眼力啊！{wc}不瞒你说，我的确不喜欢总是落入俗套。{wc}那句广告词怎么说的来着？{wc}不走寻常路！我觉得挺适合解释我得想法的。{wc}我从小就有比别人强的感知能力，{wc}总能在不经意间发现一些别人眼里不起眼，但对我来说很有兴趣的事物。
SAY.flowchart_game_story.719.凯瑟琳,,是的，这一点很难能可贵。{wc}说得夸张些，这世界上绝大多数的人，{wc}都沉醉在社会为他们谱写的“虚幻的生活”中，{wc}早已经忘记或者放弃去用内心去观察世界了。{wc}因此也不会像你这样还在继续探寻。
SAY.flowchart_game_story.720.王浩,,是啊，{wc}我一直觉得自己循规蹈矩的生活很无意义，{wc}我总觉得生命里还缺点什么？{wc}可能因为我对不为人知的知识很感兴趣吧。{wc}就好比刚刚听到您那杯血色浪漫的故事，{wc}就很好奇。{wc}我知道它只是个故事，不可能会是真的，{wc}但我还是感觉自己不由自主的深陷其中。
SAY.flowchart_game_story.730.凯瑟琳,,不，那个故事是真的，{wc}相信我，起初我也不相信，这一切是真的。{wc}直到我最终找到了那瓶玫瑰秘酒的来源，{wc}我开始对所有的事情产生了信心。{wc}你听到的故事应该只是一个缩减的版本，{wc}真正的故事说来话长了。
SAY.flowchart_game_story.729.王浩,,我勒个去！是真的？！~{wc}不会吧！你说那个老人是真的，{wc}你喝的那杯酒真的看见了神奇的幻觉？{wc}还有那个典当铺和那位老人呢？{wc}哼，我不信！{wc}肯定是你跟侍者连起来又想要骗我了！
SAY.flowchart_game_story.731.,,凯瑟琳再次被他的这番话惹的捂嘴笑了起来。\n她笑起来，简直更加美丽，\n王浩完全失控在这不可思议的气氛里了。
SAY.flowchart_game_story.732.凯瑟琳,,你相信世界上有神存在吗？
SAY.flowchart_game_story.733.王浩,,问我相信有神么？{wc}这个问题要怎么回答呢？{wc}女神一定是想要考验一下我是不是真的有所知识。{wc}要不要趁现在在她面前展现一下自己不同眼光和见解呢？\n
SAY.flowchart_game_story.734.王浩,,你想听真话，还是假话？
SAY.flowchart_game_story.735.凯瑟琳,,哎呀，你说呢？{wc}当然是真话啦！快点告诉人家嘛。
SAY.flowchart_game_story.736.王浩,,天呐，女神居然跟我撒娇般的说话。{wc}我要被融化了啊。{wc}豁出去了！就算这一切都只是我喝醉了产生的幻境。{wc}我也要把这一刻保留到永远。
MENU.flowchart_game_story.737,,相信世界上有神的存在
MENU.flowchart_game_story.740,,不信世界上有神
SAY.flowchart_game_story.752.王浩,,好吧，本来我想说不信的，{wc}作为一个接受过良好的科学教育的人，{wc}怎么会相信那些鬼神之类的迷信玩意儿呢！
SAY.flowchart_game_story.751.凯瑟琳,,那么为什么现在不这么认为了呢？
SAY.flowchart_game_story.753.王浩,,但是发自内心的话，我觉得有那么点信的。{wc}什么宇宙大爆炸，进化论，{wc}这些理论听上去实在是难以令人信服。{wc}即使所有的权威和科学家都证明了，但是我的内心还是觉得难以接受。{wc}反而说是一位无所不能的神创造了这一切，{wc}并且照顾着我们这些屌丝，感觉似乎安逸一些。不是么？{wc} 再加上你刚刚说你的那个神奇的故事是真的，{wc}我猜想你一定是相信这世界上真的有神的，对不对？
SAY.flowchart_game_story.754.凯瑟琳,,呵呵，明明是我再问你问题呢！{wc}怎么反被你提问了呢？{wc} 没错，{wc}我自然相信世上有神的存在。{wc}也很高兴你能鼓起勇气说出了真心话。
SAY.flowchart_game_story.755.王浩,,好吧，我想说我其实不确定。{wc}我的内心其实很想说相信有神的存在。{wc}因为太多问题在我的脑子里得不到正确的答案。{wc}什么宇宙大爆炸，进化论，{wc}这些理论听上去实在是难以令人信服。{wc}即使所有的权威和科学家都证明了，但是我的内心还是觉得难以接受。
SAY.flowchart_game_story.756.凯瑟琳,,那么，又是什么原因，不相信有神的存在呢？
SAY.flowchart_game_story.757.王浩,,说来惭愧，{wc}因为我从小接受的教育，还有各种权威都在灌输，{wc}这世界上没有神，一切都是用科学的方式解释的通。{wc}没理由认为这些科学家们都在欺骗我们吧。{wc}所以我很纠结，很挣扎。不确定什么才是终极答案。{wc}所以才会不断的探索和发现，试图找到足够多的证据，说服自己。{wc}到底最终因该站在哪一边。
SAY.flowchart_game_story.758.凯瑟琳,,我觉得你这么想是正确的。{wc}至少你对不确定的事物存在客观的观察和分析。{wc}并且不做轻易的定论。{wc}很高兴你能鼓起勇气说出了真心话。
SAY.flowchart_game_story.759.王浩,,你刚刚说你的那个神奇的故事是真的，{wc}我猜想你一定是相信这世界上真的有神的，对不对？
SAY.flowchart_game_story.760.凯瑟琳,,呵呵，明明是我再问你问题呢！{wc}怎么反被你提问了呢？{wc} 没错，{wc}我自然相信世上有神的存在。
SAY.flowchart_game_story.769.,,凯瑟琳脸上露出了满意的笑容。\n不等王浩有时间喘息，凯瑟琳又问了第二个问题。
SAY.flowchart_game_story.771.凯瑟琳,,那么，你觉得人生的意义究竟是什么呢？\n
SAY.flowchart_game_story.770.王浩,,我勒个去，这问题问的越来越大了啊！{wc}不过好在这种无聊的问题反倒是我听感兴趣的。呵呵。{wc}这次要怎么回答比较好呢？{wc}不管怎样，我只要不要再像之前那样语无伦次就好了。{wc}不难看出，凯瑟琳实在测试我的人格。{wc}我得小心回答，以免落进她设计的圈套里了。
SAY.flowchart_game_story.772.王浩,,这个问题问的我一脸懵逼啊。{wc}怎么说呢？{wc}一般像我们这种屌丝很少会考虑这个问题的。
SAY.flowchart_game_story.773.凯瑟琳,,为什么呢？
SAY.flowchart_game_story.774.王浩,,因为这个问题对于很多人来说很无聊，{wc}而且真要说的话，可能会有点长。
SAY.flowchart_game_story.775.凯瑟琳,,啊哈，我有的是时间，{wc}就是很想听你跟我说说，这个无聊的问题你是怎么看的？
SAY.flowchart_game_story.776.王浩,,呼———好吧。{wc}首先，社会早就为我们这样的人制定好一生该做的事情了。{wc}就是学生时代拼命学习，然后考上大学，{wc}让后再找份工作，拼命的工作挣钱，{wc}然后用挣来寒酸的钱还各种债，结婚买房，生娃养娃，交学费，看病，治丧。{wc}一辈子早就被安排好了，这就是大多数人人生的意义。{wc}除非你是有钱人，那么你可能会有更多钱来还债买房养娃甚至养人，{wc}不过说真的，也是一样迷茫而毫无意义。 {wc}我想说的是，我内心极度不认可这种人生观，多少次试图摆脱这些垃圾。{wc}但现实总是残酷的像一块砖拍下我的脸上。{wc}我不知道人生的意义到底是什么？{wc}到现在大多数人认为的那个金钱至上的三观，我也无法接受。{wc}总感觉人生的意义应该远大于这些乏味和低级趣味的东西。{wc}或许，人生的意义就是把自己灌醉，{wc}然后逃离这个虚假的现实世界吧！ 
SAY.flowchart_game_story.777.凯瑟琳,,哈哈哈哈！
SAY.flowchart_game_story.778.王浩,,糟了，估计说错什么了。{wc}女神怎么突然如此的大笑！~？{wc}怎么办！~？怎么办啊！~？
SAY.flowchart_game_story.779.凯瑟琳,,说的好！说的太好了！{wc}让我们一起敬给“离开这虚假的现实世界！”
SAY.flowchart_game_story.780.,,瞬间酒吧里的人们都共同的举起了酒杯！ \n齐声说：“敬给离开这虚假的现实世界！”\n王浩被此景感动的开始兴奋了
SAY.flowchart_game_story.781.王浩,,对！{wc}也同时敬这杯血色浪漫！{wc}和它美丽的主人！
SAY.flowchart_game_story.782.,,酒吧里的每个人都沉醉在这逃离现实的快乐气氛中。
SAY.flowchart_game_story.787.,,第三章 \n好戏开场
SAY.flowchart_game_story.797.,,一番喧闹后，\n酒吧的人们又在凯瑟琳的试一下安静下来。
SAY.flowchart_game_story.798.凯瑟琳,,你叫王浩，对么？
SAY.flowchart_game_story.799.王浩,,奇怪，凯瑟琳怎么知道我的名字？{wc}难到是我刚才喝多了，什么时候说过？{wc}但是我完全没有这个印象了。{wc}或许她有读心术？{wc}这个好像有点夸张。{wc}管他呢，总之女神知道我的名字，我却忘记自我介绍一下了。{wc}真是有失风度。
SAY.flowchart_game_story.800.王浩,,对哦，{wc}瞧我这脑子，居然忘记自我介绍了。{wc}对，我叫王浩，{wc}男，26岁，做软件设计的，{wc}今天真的很有幸能认识一位如此美貌且气度非凡的女神，{wc}真是我三生有幸了。
SAY.flowchart_game_story.802.凯瑟琳,,你现在是单身么？
SAY.flowchart_game_story.803.王浩,,我去，这也太直接了吧？！{wc}这种情况难道不是一般男生先问女生的么？{wc}女神问我是否单身会是什么意思呢？{wc}难不成她真的看上我了！？{wc}得了吧，怎么想都不可能，{wc}简直是癞蛤蟆想吃天鹅肉。{wc}那要怎么回答呢？
MENU.flowchart_game_story.804,,主动承认自己单身
MENU.flowchart_game_story.805,,反问女神单身么？
SAY.flowchart_game_story.815.王浩,,对，目前单身。{wc}干嘛问这个？{wc}一般来说这种问题应该有我们男生开口比较合适吧？
SAY.flowchart_game_story.814.凯瑟琳,,为什么女生就不能问呢？{wc}太好了！
SAY.flowchart_game_story.816.王浩,,等等{wc}有啥好的呢？{wc}女神不会是在取笑我吧？
SAY.flowchart_game_story.817.凯瑟琳,,呵呵，哪里会取笑你呢？{wc}我就和侍者说过，{wc}我从你身上看到以前我自己的影子。
SAY.flowchart_game_story.818.王浩,,不了个是吧！？{wc}像你这样的女神怎么会有吾等屌丝这样的过去呢？
SAY.flowchart_game_story.819.凯瑟琳,,呵呵，{wc}不好意思我要失陪一下，一会就回来。{wc}你稍微等我一下，{wc}回来我再跟你解释，{wc}一会见。
SAY.flowchart_game_story.813.,,说完凯瑟琳就优雅的转身离开了吧台。\n王浩满脸通红的进入了沉思。
SAY.flowchart_game_story.826.王浩,,我一个屌丝，这种问题不足挂齿。{wc}估计不用说你也猜得出来。{wc}敢问，凯瑟琳小姐现在单身么？
SAY.flowchart_game_story.827.凯瑟琳,,说你这人机灵还真是不假。{wc}不过很抱歉，我现在不能回答你这个问题。
SAY.flowchart_game_story.828.王浩,,为什么？{wc}那就是说明不是单身咯？{wc}或者说心有所属了？
SAY.flowchart_game_story.829.凯瑟琳,,你可以随便猜测，{wc}我会在适合的时候告诉你的。
SAY.flowchart_game_story.830.王浩,,那要等到什么时候呢？{wc}听说女神不是单身，略有些小失落啊。
SAY.flowchart_game_story.831.凯瑟琳,,呵呵，你要仔细听哦。{wc}我没有回答你是单身，但是也没有说不是啊。
SAY.flowchart_game_story.832.王浩,,就是单身咯？！{wc}唉，真的好烧脑啊。
SAY.flowchart_game_story.833.凯瑟琳,,呵呵，哪里会烧脑啊？{wc}我就和侍者说过，{wc}从你身上看到以前我自己的影子。
